Latitude,Longitude,Elevation,Time,Distance (m),Cumulative Distance (m),Time Diff (s),Speed (m/s),Speed (km/h),Pace (min/km)
51.595759,-0.376236,63.6,2024-08-10 12:38:15+00:00,0.0,0.0,0.0,,,
51.595746,-0.376215,63.6,2024-08-10 12:38:16+00:00,2.051728301171038,2.051728301171038,1.0,2.051728301171038,7.386221884215737,8.123232816525489
51.595732,-0.376193,63.6,2024-08-10 12:38:17+00:00,2.179516533525386,4.231244834696424,1.0,2.179516533525386,7.84625952069139,7.646955831855148
51.595719,-0.376172,63.7,2024-08-10 12:38:18+00:00,2.0517289072561122,6.282973741952537,1.0,2.0517289072561122,7.386224066122004,8.123230416905272
51.595705,-0.376151,63.7,2024-08-10 12:38:19+00:00,2.131623319853327,8.414597061805864,1.0,2.131623319853327,7.673843951471978,7.818767280052775
51.595698,-0.37609,63.7,2024-08-10 12:38:20+00:00,4.29814319547274,12.712740257278604,1.0,4.29814319547274,15.473315503701864,3.8776434168646983
51.595699,-0.37603,63.7,2024-08-10 12:38:21+00:00,4.159187647512153,16.87192790479076,1.0,4.159187647512153,14.973075531043753,4.00719276915432
51.595697,-0.375974,63.8,2024-08-10 12:38:22+00:00,3.8868940455787406,20.7588219503695,1.0,3.8868940455787406,13.992818564083466,4.287913812732984
51.595694,-0.375953,63.8,2024-08-10 12:38:23+00:00,1.4929837320695734,22.251805682439073,1.0,1.4929837320695734,5.374741435450464,11.163327709916397
51.595693,-0.3759,63.8,2024-08-10 12:38:24+00:00,3.6743196303787045,25.926125312817778,1.0,3.6743196303787045,13.227550669363337,4.535987160417197
51.595696,-0.375883,63.8,2024-08-10 12:38:25+00:00,1.2243886225309961,27.150513935348773,1.0,1.2243886225309961,4.407799041111586,13.612235821184086
51.595694,-0.37583,63.8,2024-08-10 12:38:26+00:00,3.679369510138105,30.829883445486878,1.0,3.679369510138105,13.245730236497177,4.529761585712842
51.595697,-0.375774,63.9,2024-08-10 12:38:27+00:00,3.894847947267663,34.72473139275454,1.0,3.894847947267663,14.021452610163587,4.279157207756663
